"Participant","Date","Difficulty","TotalScore","Flight","Bonus","Mine","Fortress","NumberofBonus","NumberofMine","Bonus_Prct","Mine_Prct","FortressShot","NumberOfShots","NumberOfActions"
"027","2022-03-23_19-27-15","multitask",1470,-270,200,790,750,10,19,40,78.9473684210526,49,132,374
"028","2022-03-24_17-49-30","monotask",545,-455,0,0,1000,0,0,NA,NA,64,136,356
"028","2022-03-24_17-52-43","multitask",-50,-1410,450,410,500,10,19,50,52.6315789473684,40,96,303
"028","2022-03-24_17-56-00","monotask",1145,-105,0,0,1250,0,0,NA,NA,75,119,317
"028","2022-03-24_17-59-40","multitask",1555,-625,800,380,1000,16,18,62.5,55.5555555555556,52,91,311
"028","2022-03-24_18-03-23","monotask",990,-510,0,0,1500,0,0,NA,NA,83,133,347
"028","2022-03-24_18-06-38","multitask",1035,-705,550,690,500,10,18,70,72.2222222222222,30,75,298
"028","2022-03-24_18-09-59","monotask",1165,-85,0,0,1250,0,0,NA,NA,66,111,335
"028","2022-03-24_18-13-15","multitask",1420,-490,350,810,750,10,19,60,84.2105263157895,43,89,315
"028","2022-03-24_18-16-36","monotask",1165,-335,0,0,1500,0,0,NA,NA,77,118,330
"028","2022-03-24_18-19-56","multitask",655,-1075,450,780,500,11,19,54.5454545454545,78.9473684210526,36,97,321
"029","2022-03-25_14-02-08","monotask",245,-755,0,0,1000,0,0,NA,NA,65,163,434
"029","2022-03-25_14-05-35","multitask",-875,-1425,200,100,250,11,16,45.4545454545455,37.5,25,141,419
"029","2022-03-25_14-09-09","monotask",-920,-1420,0,0,500,0,0,NA,NA,56,122,370
"029","2022-03-25_14-12-34","multitask",-1865,-2415,200,100,250,13,18,30.7692307692308,27.7777777777778,34,170,467
"029","2022-03-25_14-18-30","monotask",265,-735,0,0,1000,0,0,NA,NA,69,166,439
"029","2022-03-25_14-21-59","multitask",-55,-855,100,200,500,14,16,28.5714285714286,50,49,230,517
"029","2022-03-25_14-25-43","monotask",1450,-50,0,0,1500,0,0,NA,NA,89,197,412
"029","2022-03-25_14-29-21","multitask",180,-1020,350,100,750,13,15,46.1538461538462,40,55,207,451
"029","2022-03-25_14-32-45","monotask",330,-670,0,0,1000,0,0,NA,NA,66,164,447
"030","2022-03-28_09-58-23","monotask",1000,0,0,0,1000,0,0,NA,NA,58,102,360
"030","2022-03-28_10-02-05","multitask",1095,-755,700,650,500,15,19,53.3333333333333,68.4210526315789,26,87,366
"030","2022-03-28_10-06-04","monotask",815,-185,0,0,1000,0,0,NA,NA,51,105,361
"030","2022-03-28_10-09-20","multitask",1180,-450,450,680,500,13,19,46.1538461538462,73.6842105263158,36,82,366
"030","2022-03-28_10-13-08","monotask",1250,0,0,0,1250,0,0,NA,NA,70,150,377
"030","2022-03-28_10-16-23","multitask",2030,-50,350,980,750,7,20,71.4285714285714,95,41,102,354
"030","2022-03-28_10-20-21","monotask",1750,0,0,0,1750,0,0,NA,NA,102,159,412
"030","2022-03-28_10-25-18","multitask",1840,-170,300,960,750,11,22,54.5454545454545,86.3636363636364,46,122,394
"030","2022-03-28_10-29-01","monotask",2080,-170,0,0,2250,0,0,NA,NA,111,151,434
"030","2022-03-28_10-32-16","multitask",2590,-150,600,890,1250,12,21,58.3333333333333,85.7142857142857,64,125,402
"031","2022-03-29_17-45-18","monotask",1215,-35,0,0,1250,0,0,NA,NA,75,127,524
"031","2022-03-29_17-48-37","multitask",380,-970,200,650,500,9,20,44.4444444444444,70,47,107,435
"031","2022-03-29_17-51-57","monotask",1750,0,0,0,1750,0,0,NA,NA,98,173,471
"031","2022-03-29_17-55-22","multitask",2310,-400,850,860,1000,16,20,68.75,85,65,137,462
"031","2022-03-29_17-58-55","monotask",1900,-350,0,0,2250,0,0,NA,NA,127,164,488
"031","2022-03-29_18-02-07","multitask",2200,-470,600,820,1250,10,21,70,80.9523809523809,81,139,485
"031","2022-03-29_18-05-45","monotask",825,-1175,0,0,2000,0,0,NA,NA,115,185,590
"031","2022-03-29_18-09-08","multitask",2380,-150,550,980,1000,11,21,63.6363636363636,90.4761904761905,57,105,484
"031","2022-03-29_18-13-00","monotask",1915,-335,0,0,2250,0,0,NA,NA,117,178,599
"031","2022-03-29_18-16-14","multitask",1615,-485,500,850,750,11,20,72.7272727272727,80,54,121,497
"032","2022-03-30_18-10-09","monotask",2415,-85,0,0,2500,0,0,NA,NA,130,186,482
"032","2022-03-30_18-14-10","multitask",2145,-255,500,900,1000,15,19,46.6666666666667,89.4736842105263,54,128,462
"032","2022-03-30_18-18-10","monotask",2465,-35,0,0,2500,0,0,NA,NA,138,236,496
"032","2022-03-30_18-21-29","multitask",2685,-185,700,920,1250,10,21,90,90.4761904761905,64,154,454
"032","2022-03-30_18-24-49","monotask",2900,-100,0,0,3000,0,0,NA,NA,166,243,506
"032","2022-03-30_18-27-57","multitask",2220,-400,600,1020,1000,9,20,88.8888888888889,90,59,135,470
"032","2022-03-30_18-31-16","monotask",3750,0,0,0,3750,0,0,NA,NA,196,284,537
"032","2022-03-30_18-34-24","multitask",2270,-150,450,970,1000,15,21,53.3333333333333,85.7142857142857,53,126,454
"032","2022-03-30_18-37-42","monotask",4865,-135,0,0,5000,0,0,NA,NA,225,284,574
"032","2022-03-30_18-41-02","multitask",2365,-485,550,800,1500,9,20,77.7777777777778,80,76,153,451
"033","2022-04-04_10-11-19","monotask",1000,0,0,0,1000,0,0,NA,NA,61,119,376
"033","2022-04-04_10-15-14","multitask",490,-260,50,450,250,12,17,16.6666666666667,70.5882352941177,22,74,353
"033","2022-04-04_10-18-34","monotask",1750,0,0,0,1750,0,0,NA,NA,92,153,364
"033","2022-04-04_10-22-06","multitask",1705,-255,250,960,750,15,22,33.3333333333333,86.3636363636364,54,116,321
"033","2022-04-04_10-25-28","monotask",2250,0,0,0,2250,0,0,NA,NA,117,201,356
"033","2022-04-04_10-28-42","multitask",1870,-100,150,1070,750,9,22,33.3333333333333,90.9090909090909,48,131,373
"033","2022-04-04_10-32-05","monotask",2200,-50,0,0,2250,0,0,NA,NA,122,193,358
"033","2022-04-04_10-35-28","multitask",2030,-590,400,970,1250,9,20,66.6666666666667,90,68,130,336
"033","2022-04-04_10-38-46","monotask",2500,0,0,0,2500,0,0,NA,NA,140,220,367
"033","2022-04-04_10-41-59","multitask",2720,-100,500,1070,1250,9,22,77.7777777777778,90.9090909090909,63,145,361
"034","2022-04-04_14-08-58","monotask",1250,0,0,0,1250,0,0,NA,NA,71,113,334
"034","2022-04-04_14-12-16","multitask",-285,-925,200,440,0,13,17,23.0769230769231,52.9411764705882,9,61,320
"034","2022-04-04_14-15-35","monotask",1700,-50,0,0,1750,0,0,NA,NA,95,153,399
"034","2022-04-04_14-18-54","multitask",-340,-840,-50,300,250,10,18,10,50,12,49,299
"034","2022-04-04_14-22-15","monotask",-140,-1140,0,0,1000,0,0,NA,NA,77,141,389
"034","2022-04-04_14-25-31","multitask",525,-1085,400,710,500,14,18,42.8571428571429,77.7777777777778,32,82,337
"034","2022-04-04_14-28-58","monotask",765,-985,0,0,1750,0,0,NA,NA,98,153,392
"034","2022-04-04_14-32-19","multitask",215,-605,150,420,250,9,18,44.4444444444444,66.6666666666667,22,55,323
"034","2022-04-04_14-35-40","monotask",1760,-490,0,0,2250,0,0,NA,NA,125,205,467
"034","2022-04-04_14-38-51","multitask",-180,-650,50,-80,500,9,15,22.2222222222222,26.6666666666667,30,64,325
"035","2022-04-04_16-58-52","monotask",-490,-740,0,0,250,0,0,NA,NA,51,191,418
"035","2022-04-04_17-02-08","multitask",-635,-855,-100,320,0,6,17,16.6666666666667,58.8235294117647,23,106,327
"035","2022-04-04_17-05-29","monotask",-385,-635,0,0,250,0,0,NA,NA,56,137,329
"035","2022-04-04_17-08-45","multitask",-1060,-1390,-50,380,0,11,15,9.09090909090909,66.6666666666667,13,88,301
"035","2022-04-04_17-12-13","monotask",200,-50,0,0,250,0,0,NA,NA,29,95,318
"035","2022-04-04_17-16-07","multitask",-340,-670,-50,380,0,10,19,20,52.6315789473684,18,100,303
"035","2022-04-04_17-24-31","monotask",665,-85,0,0,750,0,0,NA,NA,57,127,348
"035","2022-04-04_17-27-49","multitask",695,-485,150,530,500,12,19,25,68.4210526315789,25,104,303
"035","2022-04-04_17-31-11","monotask",-505,-1005,0,0,500,0,0,NA,NA,45,104,327
"035","2022-04-04_17-34-22","multitask",890,-670,150,910,500,15,20,26.6666666666667,85,30,87,284
"036","2022-04-06_09-57-02","monotask",715,-35,0,0,750,0,0,NA,NA,43,107,308
"036","2022-04-06_10-01-13","multitask",1365,-185,300,750,500,13,18,30.7692307692308,83.3333333333333,29,76,324
"036","2022-04-06_10-04-55","monotask",915,-85,0,0,1000,0,0,NA,NA,55,103,329
"036","2022-04-06_10-08-13","multitask",725,-505,350,380,500,12,17,33.3333333333333,58.8235294117647,35,76,320
"036","2022-04-06_10-11-41","monotask",1000,0,0,0,1000,0,0,NA,NA,61,111,291
"036","2022-04-06_10-15-01","multitask",1515,-335,600,750,500,13,20,53.8461538461538,75,34,93,296
"036","2022-04-06_10-18-30","monotask",1065,-185,0,0,1250,0,0,NA,NA,68,116,287
"036","2022-04-06_10-21-51","multitask",1745,-335,650,680,750,13,19,53.8461538461538,73.6842105263158,38,97,310
"036","2022-04-06_10-25-11","monotask",950,-50,0,0,1000,0,0,NA,NA,54,111,309
"036","2022-04-06_10-28-25","multitask",1335,-135,350,620,500,13,19,30.7692307692308,73.6842105263158,32,98,282
"037","2022-04-07_15-59-20","monotask",710,-290,0,0,1000,0,0,NA,NA,51,89,234
"037","2022-04-07_16-02-44","multitask",720,-1010,400,580,750,14,20,57.1428571428571,60,40,78,248
"037","2022-04-07_16-06-03","monotask",-315,-1315,0,0,1000,0,0,NA,NA,60,99,241
"037","2022-04-07_16-10-13","multitask",1035,-615,250,900,500,11,20,63.6363636363636,85,31,81,225
"037","2022-04-07_16-13-29","monotask",155,-845,0,0,1000,0,0,NA,NA,64,110,234
"037","2022-04-07_16-16-37","multitask",215,-1295,400,610,500,11,18,72.7272727272727,66.6666666666667,37,83,220
"037","2022-04-07_16-19-52","monotask",455,-295,0,0,750,0,0,NA,NA,47,102,285
"037","2022-04-07_16-23-04","multitask",-245,-1525,200,580,500,12,21,25,57.1428571428571,25,87,269
"037","2022-04-07_16-26-15","monotask",680,-70,0,0,750,0,0,NA,NA,42,121,311
"037","2022-04-07_16-29-23","multitask",695,-825,250,770,500,13,20,30.7692307692308,70,37,104,258
"038","2022-04-08_13-55-54","monotask",1065,-185,0,0,1250,0,0,NA,NA,73,105,347
"038","2022-04-08_13-59-27","multitask",1245,-325,450,620,500,15,19,40,73.6842105263158,38,88,353
"038","2022-04-08_14-02-48","monotask",1165,-85,0,0,1250,0,0,NA,NA,73,109,360
"038","2022-04-08_14-06-13","multitask",375,-925,200,600,500,8,19,37.5,63.1578947368421,35,79,359
"038","2022-04-08_14-09-33","monotask",1745,-255,0,0,2000,0,0,NA,NA,105,136,357
"038","2022-04-08_14-12-39","multitask",1225,-755,500,730,750,10,18,60,83.3333333333333,41,83,327
"038","2022-04-08_14-15-53","monotask",1150,-350,0,0,1500,0,0,NA,NA,84,116,381
"038","2022-04-08_14-19-02","multitask",1880,-350,800,680,750,12,19,75,73.6842105263158,49,85,356
"038","2022-04-08_14-22-19","monotask",1295,-455,0,0,1750,0,0,NA,NA,93,123,380
"038","2022-04-08_14-25-27","multitask",1655,-485,1000,640,500,14,19,78.5714285714286,68.4210526315789,34,63,386
"039","2022-04-12_10-01-10","monotask",280,-720,0,0,1000,0,0,NA,NA,58,99,332
"039","2022-04-12_10-04-30","multitask",430,-860,100,690,500,14,18,28.5714285714286,77.7777777777778,29,84,347
"039","2022-04-12_10-07-48","monotask",850,-150,0,0,1000,0,0,NA,NA,56,111,400
"039","2022-04-12_10-11-08","multitask",620,-490,400,460,250,15,19,40,57.8947368421053,19,81,405
"039","2022-04-12_10-14-38","monotask",-330,-1330,0,0,1000,0,0,NA,NA,66,128,364
"039","2022-04-12_10-17-57","multitask",40,-1210,350,650,250,14,19,28.5714285714286,68.4210526315789,23,94,365
"039","2022-04-12_10-21-15","monotask",545,-205,0,0,750,0,0,NA,NA,45,103,364
"039","2022-04-12_10-24-27","multitask",1220,-170,250,890,250,17,20,23.5294117647059,90,19,84,366
"039","2022-04-12_10-27-58","monotask",1065,-185,0,0,1250,0,0,NA,NA,67,123,356
"039","2022-04-12_10-31-12","multitask",1100,-660,700,560,500,14,18,64.2857142857143,72.2222222222222,25,72,352
"040","2022-04-14_09-57-46","monotask",2250,0,0,0,2250,0,0,NA,NA,112,174,352
"040","2022-04-14_10-00-55","multitask",2420,-50,500,970,1000,13,21,53.8461538461538,90.4761904761905,54,116,377
"040","2022-04-14_10-04-32","monotask",2900,-100,0,0,3000,0,0,NA,NA,136,177,427
"040","2022-04-14_10-07-58","multitask",2130,0,-50,1180,1000,7,22,28.5714285714286,100,60,122,390
"040","2022-04-14_10-11-12","monotask",2950,-50,0,0,3000,0,0,NA,NA,148,189,437
"040","2022-04-14_10-14-19","multitask",3000,-50,850,950,1250,15,19,73.3333333333333,94.7368421052632,71,131,392
"040","2022-04-14_10-17-35","monotask",3585,-415,0,0,4000,0,0,NA,NA,199,234,577
"040","2022-04-14_10-20-48","multitask",3730,-300,1150,1130,1750,15,21,86.6666666666667,100,98,160,411
"040","2022-04-14_10-24-02","monotask",3500,0,0,0,3500,0,0,NA,NA,203,267,435
"040","2022-04-14_10-27-17","multitask",3620,-50,800,1120,1750,15,22,66.6666666666667,95.4545454545455,89,155,368
"041","2022-04-15_14-15-15","monotask",1750,0,0,0,1750,0,0,NA,NA,97,165,452
"041","2022-04-15_14-18-25","multitask",635,-625,250,260,750,12,16,41.6666666666667,50,52,109,398
"041","2022-04-15_14-22-34","monotask",1750,0,0,0,1750,0,0,NA,NA,98,191,494
"041","2022-04-15_14-25-47","multitask",860,-150,400,110,500,9,17,77.7777777777778,47.0588235294118,32,84,406
"041","2022-04-15_14-28-58","monotask",2000,0,0,0,2000,0,0,NA,NA,120,192,470
"041","2022-04-15_14-32-08","multitask",1715,-335,250,800,1000,13,19,30.7692307692308,84.2105263157895,55,120,443
"041","2022-04-15_14-35-20","monotask",3680,-70,0,0,3750,0,0,NA,NA,211,281,592
"041","2022-04-15_14-38-28","multitask",1520,-650,150,770,1250,15,18,20,83.3333333333333,71,141,432
"041","2022-04-15_14-41-37","monotask",3575,-175,0,0,3750,0,0,NA,NA,199,274,581
"041","2022-04-15_14-44-48","multitask",1520,-680,50,900,1250,9,19,22.2222222222222,89.4736842105263,77,133,457
"042","2022-04-19_16-52-56","monotask",415,-85,0,0,500,0,0,NA,NA,39,134,373
"042","2022-04-19_16-56-33","multitask",-1990,-1340,-600,-50,0,10,16,0,12.5,9,57,326
"042","2022-04-19_17-00-08","monotask",750,-750,0,0,1500,0,0,NA,NA,105,265,503
"042","2022-04-19_17-03-28","multitask",-765,-1015,-50,50,250,10,17,40,35.2941176470588,37,157,451
"042","2022-04-19_17-07-06","monotask",375,-625,0,0,1000,0,0,NA,NA,84,251,500
"042","2022-04-19_17-10-18","multitask",-1660,-1610,-100,50,0,15,17,26.6666666666667,29.4117647058824,24,112,398
"042","2022-04-19_17-13-42","monotask",160,-1340,0,0,1500,0,0,NA,NA,96,211,429
"042","2022-04-19_17-17-01","multitask",-725,-1175,-200,150,500,9,18,22.2222222222222,33.3333333333333,35,117,363
"042","2022-04-19_17-20-17","monotask",770,-980,0,0,1750,0,0,NA,NA,154,375,629
"042","2022-04-19_17-23-24","multitask",-1260,-910,-550,-50,250,14,15,14.2857142857143,33.3333333333333,32,152,388
"043","2022-04-20_09-43-29","monotask",750,0,0,0,750,0,0,NA,NA,48,100,382
"043","2022-04-20_09-46-46","multitask",1150,-150,400,650,250,13,20,61.5384615384615,70,25,95,348
"043","2022-04-20_09-49-59","monotask",1000,0,0,0,1000,0,0,NA,NA,62,131,370
"043","2022-04-20_09-53-19","multitask",1760,-50,400,910,500,10,20,80,90,34,108,409
"043","2022-04-20_09-56-35","monotask",715,-35,0,0,750,0,0,NA,NA,61,127,379
"043","2022-04-20_09-59-48","multitask",1735,-185,550,870,500,16,22,68.75,77.2727272727273,38,115,416
"043","2022-04-20_10-03-04","monotask",1000,0,0,0,1000,0,0,NA,NA,51,160,424
"043","2022-04-20_10-06-17","multitask",1060,-50,-50,660,500,7,17,42.8571428571429,82.3529411764706,37,99,382
"043","2022-04-20_10-09-35","monotask",1500,0,0,0,1500,0,0,NA,NA,84,182,436
"043","2022-04-20_10-12-44","multitask",1220,-120,200,640,500,11,19,63.6363636363636,78.9473684210526,41,129,415
"044","2022-04-21_14-09-27","monotask",-1310,-1560,0,0,250,0,0,NA,NA,17,52,251
"044","2022-04-21_14-13-21","multitask",-1915,-1965,-150,200,0,13,15,0,53.3333333333333,5,50,247
"044","2022-04-21_14-16-50","monotask",-1390,-1640,0,0,250,0,0,NA,NA,30,69,231
"044","2022-04-21_14-20-44","multitask",-2145,-2295,50,100,0,11,16,18.1818181818182,37.5,4,50,204
"044","2022-04-21_14-24-23","monotask",-750,-1000,0,0,250,0,0,NA,NA,21,50,287
"044","2022-04-21_14-27-52","multitask",-1580,-1680,50,50,0,12,14,8.33333333333333,42.8571428571429,6,48,210
"044","2022-04-21_14-31-40","monotask",-930,-930,0,0,0,0,0,NA,NA,18,63,273
"044","2022-04-21_14-35-05","multitask",-1400,-1560,0,160,0,11,15,9.09090909090909,46.6666666666667,8,51,250
"044","2022-04-21_14-38-36","monotask",-575,-825,0,0,250,0,0,NA,NA,23,52,278
"044","2022-04-21_14-42-05","multitask",-975,-1385,-50,460,0,12,17,0,64.7058823529412,8,44,225
"045","2022-04-21_17-01-40","monotask",-630,-880,0,0,250,0,0,NA,NA,26,106,560
"045","2022-04-21_17-05-18","multitask",525,-555,100,480,500,14,18,28.5714285714286,61.1111111111111,32,125,603
"045","2022-04-21_17-08-47","monotask",105,-645,0,0,750,0,0,NA,NA,40,155,678
"045","2022-04-21_17-12-14","multitask",500,-700,400,550,250,10,20,80,60,37,157,599
"045","2022-04-21_17-16-09","monotask",855,-395,0,0,1250,0,0,NA,NA,76,188,722
"045","2022-04-21_17-19-21","multitask",910,-730,300,590,750,15,20,40,65,44,169,735
"045","2022-04-21_17-22-56","monotask",455,-545,0,0,1000,0,0,NA,NA,57,176,703
"045","2022-04-21_17-26-12","multitask",655,-995,350,550,750,13,19,53.8461538461538,57.8947368421053,45,160,725
"045","2022-04-21_17-29-47","monotask",990,-260,0,0,1250,0,0,NA,NA,74,188,761
"045","2022-04-21_17-33-04","multitask",760,-910,450,470,750,14,19,57.1428571428571,63.1578947368421,60,199,782
"046","2022-04-22_16-54-38","monotask",665,-85,0,0,750,0,0,NA,NA,51,82,307
"046","2022-04-22_16-57-54","multitask",580,-740,300,770,250,12,18,58.3333333333333,83.3333333333333,21,71,313
"046","2022-04-22_17-03-16","monotask",140,-1110,0,0,1250,0,0,NA,NA,66,99,332
"046","2022-04-22_17-06-31","multitask",1245,-275,250,770,500,7,19,85.7142857142857,84.2105263157895,29,83,335
"046","2022-04-22_17-09-52","monotask",845,-155,0,0,1000,0,0,NA,NA,51,89,364
"046","2022-04-22_17-13-05","multitask",1580,-120,400,1050,250,10,20,80,95,26,78,343
"046","2022-04-22_17-16-21","monotask",1045,-205,0,0,1250,0,0,NA,NA,72,114,362
"046","2022-04-22_17-19-33","multitask",1655,-405,700,860,500,16,20,87.5,80,30,89,353
"046","2022-04-22_17-22-49","monotask",995,-505,0,0,1500,0,0,NA,NA,77,120,362
"046","2022-04-22_17-25-59","multitask",1800,-170,50,1170,750,7,22,85.7142857142857,95.4545454545455,39,90,377
"047","2022-04-25_09-59-19","monotask",1000,0,0,0,1000,0,0,NA,NA,52,142,416
"047","2022-04-25_10-02-59","multitask",1025,-35,100,710,250,15,18,26.6666666666667,83.3333333333333,30,110,372
"047","2022-04-25_10-07-02","monotask",1200,-50,0,0,1250,0,0,NA,NA,70,162,367
"047","2022-04-25_10-10-22","multitask",935,-455,350,540,500,13,17,46.1538461538462,76.4705882352941,36,100,327
"047","2022-04-25_10-13-52","monotask",1200,-50,0,0,1250,0,0,NA,NA,72,146,341
"047","2022-04-25_10-17-08","multitask",1495,-155,300,600,750,12,19,41.6666666666667,73.6842105263158,46,123,366
"047","2022-04-25_10-20-29","monotask",1750,0,0,0,1750,0,0,NA,NA,98,195,364
"047","2022-04-25_10-23-57","multitask",1865,-35,200,950,750,15,20,20,95,48,128,330
"047","2022-04-25_10-27-20","monotask",1750,0,0,0,1750,0,0,NA,NA,102,187,348
"047","2022-04-25_10-30-43","multitask",1295,-85,50,580,750,15,18,20,77.7777777777778,46,125,351
"048","2022-04-25_11-26-22","monotask",750,0,0,0,750,0,0,NA,NA,44,80,333
"048","2022-04-25_11-29-55","multitask",1380,-50,300,880,250,11,18,54.5454545454545,94.4444444444444,23,61,323
"048","2022-04-25_11-33-17","monotask",750,0,0,0,750,0,0,NA,NA,47,80,287
"048","2022-04-25_11-36-58","multitask",840,-300,50,590,500,11,20,9.09090909090909,65,31,69,327
"048","2022-04-25_11-40-18","monotask",100,-1400,0,0,1500,0,0,NA,NA,80,128,387
"048","2022-04-25_11-43-24","multitask",310,-830,50,590,500,12,17,8.33333333333333,76.4705882352941,45,101,390
"048","2022-04-25_11-46-37","monotask",1845,-1405,0,0,3250,0,0,NA,NA,185,294,637
"048","2022-04-25_11-49-51","multitask",-550,-1530,100,130,750,13,16,15.3846153846154,43.75,69,130,405
"048","2022-04-25_11-53-03","monotask",3265,-485,0,0,3750,0,0,NA,NA,211,313,634
"048","2022-04-25_11-56-13","multitask",-410,-1370,50,160,750,10,17,10,47.0588235294118,51,89,334
"049","2022-04-25_16-49-23","monotask",-525,-1275,0,0,750,0,0,NA,NA,41,77,228
"049","2022-04-25_16-52-47","multitask",-25,-1215,250,690,250,14,20,35.7142857142857,65,29,104,267
"049","2022-04-25_16-56-25","monotask",-365,-1115,0,0,750,0,0,NA,NA,40,77,258
"049","2022-04-25_17-00-17","multitask",520,-1370,500,890,500,15,20,46.6666666666667,85,28,107,303
"049","2022-04-25_17-03-40","monotask",645,-605,0,0,1250,0,0,NA,NA,66,114,276
"049","2022-04-25_17-07-29","multitask",1975,-395,600,1020,750,13,21,69.2307692307692,85.7142857142857,43,120,323
"049","2022-04-25_17-11-13","monotask",875,-625,0,0,1500,0,0,NA,NA,90,149,332
"049","2022-04-25_17-15-17","multitask",850,-1000,250,850,750,12,21,41.6666666666667,76.1904761904762,45,122,300
"049","2022-04-25_17-18-44","monotask",145,-1105,0,0,1250,0,0,NA,NA,66,104,272
"049","2022-04-25_17-22-05","multitask",795,-1215,500,760,750,13,20,46.1538461538462,70,43,99,263
"050","2022-04-26_14-00-14","monotask",895,-105,0,0,1000,0,0,NA,NA,64,137,477
"050","2022-04-26_14-03-45","multitask",1090,-170,200,560,500,9,18,33.3333333333333,72.2222222222222,41,109,428
"050","2022-04-26_14-07-54","monotask",2465,-35,0,0,2500,0,0,NA,NA,137,330,634
"050","2022-04-26_14-11-13","multitask",1090,-220,200,610,500,13,19,38.4615384615385,73.6842105263158,38,121,408
"050","2022-04-26_14-14-29","monotask",2715,-35,0,0,2750,0,0,NA,NA,144,363,652
"050","2022-04-26_14-17-43","multitask",1215,-275,500,490,500,11,18,81.8181818181818,72.2222222222222,36,101,387
"050","2022-04-26_14-21-05","monotask",3900,-100,0,0,4000,0,0,NA,NA,217,420,627
"050","2022-04-26_14-24-19","multitask",1635,-485,600,1020,500,10,22,80,86.3636363636364,35,107,370
"050","2022-04-26_14-27-40","monotask",4000,0,0,0,4000,0,0,NA,NA,208,389,628
"050","2022-04-26_14-30-56","multitask",2460,-170,600,1030,1000,13,21,61.5384615384615,90.4761904761905,50,113,397
"051","2022-04-27_09-54-15","monotask",-60,-560,0,0,500,0,0,NA,NA,26,63,320
"051","2022-04-27_09-58-25","multitask",885,-405,150,890,250,15,19,26.6666666666667,89.4736842105263,20,85,324
"051","2022-04-27_10-01-42","monotask",425,-325,0,0,750,0,0,NA,NA,42,83,350
"051","2022-04-27_10-05-04","multitask",895,-255,250,650,250,16,20,37.5,70,28,83,342
"051","2022-04-27_10-08-24","monotask",495,-255,0,0,750,0,0,NA,NA,40,99,366
"051","2022-04-27_10-11-45","multitask",530,-430,0,710,250,13,18,15.3846153846154,83.3333333333333,17,65,331
"051","2022-04-27_10-14-59","monotask",525,-225,0,0,750,0,0,NA,NA,46,84,337
"051","2022-04-27_10-18-49","multitask",645,-475,200,670,250,13,18,30.7692307692308,83.3333333333333,24,82,324
"051","2022-04-27_10-22-05","monotask",580,-170,0,0,750,0,0,NA,NA,53,109,382
"051","2022-04-27_10-25-21","multitask",860,-440,100,950,250,12,20,25,90,16,64,319
"052","2022-04-27_16-55-03","monotask",200,-300,0,0,500,0,0,NA,NA,36,75,276
"052","2022-04-27_16-58-48","multitask",310,-860,500,420,250,11,18,45.4545454545455,61.1111111111111,17,53,243
"052","2022-04-27_17-03-19","monotask",545,-205,0,0,750,0,0,NA,NA,47,77,285
"052","2022-04-27_17-06-46","multitask",605,-635,400,590,250,14,20,35.7142857142857,60,13,50,250
"052","2022-04-27_17-10-33","monotask",-20,-520,0,0,500,0,0,NA,NA,35,79,309
"052","2022-04-27_17-14-01","multitask",75,-765,400,190,250,10,15,40,53.3333333333333,13,39,257
"052","2022-04-27_17-17-29","monotask",750,0,0,0,750,0,0,NA,NA,50,91,245
"052","2022-04-27_17-20-43","multitask",-415,-895,-50,280,250,12,16,16.6666666666667,50,12,54,217
"052","2022-04-27_17-24-16","monotask",1250,0,0,0,1250,0,0,NA,NA,74,114,271
"052","2022-04-27_17-27-49","multitask",-465,-1005,-100,390,250,8,19,25,52.6315789473684,13,59,254
"053","2022-04-28_14-11-16","monotask",45,-205,0,0,250,0,0,NA,NA,22,56,387
"053","2022-04-28_14-14-33","multitask",-175,-595,100,320,0,12,17,50,58.8235294117647,8,66,423
"053","2022-04-28_14-18-04","monotask",500,0,0,0,500,0,0,NA,NA,26,87,469
"053","2022-04-28_14-21-17","multitask",-905,-1545,50,340,250,10,17,50,47.0588235294118,13,55,428
"053","2022-04-28_14-24-29","monotask",550,-450,0,0,1000,0,0,NA,NA,56,129,526
"053","2022-04-28_14-27-52","multitask",965,-755,250,970,500,11,21,54.5454545454545,90.4761904761905,30,113,485
"053","2022-04-28_14-31-15","monotask",515,-485,0,0,1000,0,0,NA,NA,51,141,572
"053","2022-04-28_14-34-29","multitask",240,-590,250,330,250,14,19,50,47.3684210526316,22,87,463
"053","2022-04-28_14-37-46","monotask",1275,-225,0,0,1500,0,0,NA,NA,86,185,624
"053","2022-04-28_14-41-03","multitask",340,-1390,500,730,500,13,22,76.9230769230769,63.6363636363636,34,104,471
"054","2022-04-28_16-44-29","monotask",310,-440,0,0,750,0,0,NA,NA,53,128,335
"054","2022-04-28_16-47-52","multitask",-840,-240,-300,-300,0,12,13,0,23.0769230769231,18,52,308
"054","2022-04-28_16-51-28","monotask",30,-470,0,0,500,0,0,NA,NA,57,135,420
"054","2022-04-28_16-54-43","multitask",-1190,-790,-300,-100,0,12,15,0,33.3333333333333,10,52,323
"054","2022-04-28_16-59-05","monotask",865,-135,0,0,1000,0,0,NA,NA,64,147,357
"054","2022-04-28_17-02-21","multitask",-770,-470,-400,100,0,14,16,28.5714285714286,43.75,45,122,369
"054","2022-04-28_17-05-36","monotask",880,-370,0,0,1250,0,0,NA,NA,78,167,347
"054","2022-04-28_17-08-48","multitask",-1175,-785,-400,10,0,10,16,0,25,11,52,301
"054","2022-04-28_17-12-07","monotask",1250,0,0,0,1250,0,0,NA,NA,94,211,375
