"Participant","Date","Difficulty","TotalScore","Flight","Bonus","Mine","Fortress","NumberofBonus","NumberofMine","Bonus_Prct","Mine_Prct","FortressShot","NumberOfShots","NumberOfActions"
"178","2023-10-24_18-02-22","monotask",1800,-700,0,0,2500,0,0,NA,NA,123,167,362
"178","2023-10-24_18-05-34","multitask",2355,-135,350,1140,1000,8,22,62.5,95.4545454545455,49,104,343
"178","2023-10-24_18-08-53","monotask",2600,-400,0,0,3000,0,0,NA,NA,146,184,373
"178","2023-10-24_18-12-03","multitask",1420,-650,350,970,750,11,21,54.5454545454545,85.7142857142857,46,96,337
"179","2023-10-26_11-05-53","monotask",240,-260,0,0,500,0,0,NA,NA,43,89,412
"179","2023-10-26_11-09-56","multitask",745,-295,400,640,0,14,18,50,77.7777777777778,11,61,435
"179","2023-10-26_11-13-33","monotask",895,-105,0,0,1000,0,0,NA,NA,57,126,461
"179","2023-10-26_11-16-52","multitask",1095,-325,550,620,250,16,19,43.75,73.6842105263158,21,63,442
"179","2023-10-26_11-20-11","monotask",665,-85,0,0,750,0,0,NA,NA,44,96,448
"179","2023-10-26_11-23-28","multitask",1395,-325,400,820,500,13,19,46.1538461538462,84.2105263157895,28,72,457
"179","2023-10-26_11-26-59","monotask",950,-50,0,0,1000,0,0,NA,NA,62,108,427
"179","2023-10-26_11-30-11","multitask",1070,-420,400,840,250,10,20,50,80,30,91,426
"179","2023-10-26_11-33-34","monotask",1250,0,0,0,1250,0,0,NA,NA,63,109,410
"179","2023-10-26_11-36-58","multitask",925,-555,400,580,500,14,18,35.7142857142857,72.2222222222222,30,75,409
"180","2023-11-08_17-15-13","monotask",2500,0,0,0,2500,0,0,NA,NA,130,167,571
"180","2023-11-08_17-18-46","multitask",1960,-120,400,930,750,10,20,70,90,44,97,457
"180","2023-11-08_17-22-15","monotask",2500,0,0,0,2500,0,0,NA,NA,133,167,524
"180","2023-11-08_17-25-28","multitask",3300,-100,1050,1100,1250,14,21,85.7142857142857,95.2380952380952,62,114,520
"180","2023-11-08_17-28-43","monotask",3250,0,0,0,3250,0,0,NA,NA,172,206,576
"180","2023-11-08_17-31-52","multitask",2490,-150,700,940,1000,15,21,60,90.4761904761905,67,134,473
"180","2023-11-08_17-35-09","monotask",3115,-135,0,0,3250,0,0,NA,NA,165,213,527
"180","2023-11-08_17-38-19","multitask",3260,-400,1200,960,1500,16,23,87.5,78.2608695652174,81,135,465
"180","2023-11-08_17-41-34","monotask",4200,-50,0,0,4250,0,0,NA,NA,220,250,527
"180","2023-11-08_17-44-46","multitask",3460,-150,950,1160,1500,11,23,100,91.304347826087,75,128,469
